cell,longtitude,latitude
44388,-112.075774,33.44926
27552,-112.075774,33.44826
71630,-112.075774,33.44926
40202,-112.075774,33.44826
106885,-112.075774,33.44926
58667,-112.075774,33.44826
90144,-112.075774,33.44926
28774,-112.075768,33.448261
89061,-112.075768,33.449261
49725,-112.075768,33.448261
14206,-112.075768,33.449261
5662,-112.0740373,33.4483771
83673,-112.0740373,33.4493771
97473,-112.0740373,33.4483771
80243,-112.0740373,33.4493771
95209,-112.0740373,33.4483771
49062,-112.0740373,33.4493771
13389,-112.0740373,33.4483771
15646,-112.0740373,33.4493771
9400,-112.0740373,33.4483771
54394,-112.0740373,33.4493771
103086,-112.0740373,33.4483771
83312,-112.0740373,33.4493771
6396,-112.0740373,33.4483771
7896,-112.0740373,33.4493771
13246,-112.0740373,33.4483771
76457,-112.0740373,33.4493771
20283,-112.0740373,33.4483771
61633,-112.0740373,33.4493771
106688,-112.0740373,33.4483771
105231,-112.0740373,33.4493771
64908,-112.0740373,33.4483771
21180,-112.0740373,33.4493771
47978,-112.0740373,33.4483771
18200,-112.0740373,33.4493771
16602,-112.0740373,33.4483771
7717,-112.0740373,33.4493771
70738,-112.0740373,33.4483771
106451,-112.0740373,33.4493771
44148,-112.0740373,33.4483771
1974,-112.0740373,33.4493771
40316,-112.0740373,33.4483771
84473,-112.0740373,33.4493771
1178,-112.0740373,33.4483771
65769,-112.0740373,33.4493771
12351,-112.0740373,33.4483771
106089,-112.0740373,33.4493771
62226,-112.0740373,33.4483771
10713,-112.0740373,33.4493771
81539,-112.0740373,33.4483771
62632,-112.0740373,33.4493771
105225,-112.0740373,33.4483771
95641,-112.0740373,33.4493771
99970,-112.0740373,33.4483771
57453,-112.0740373,33.4493771
92471,-112.0740373,33.4483771
86286,-112.0740373,33.4493771
69312,-112.0740373,33.4483771
40543,-112.0740373,33.4493771
35372,-112.0740373,33.4483771
5102,-112.0740373,33.4493771
99946,-112.0740373,33.4483771
84873,-112.0740373,33.4493771
33683,-112.0740373,33.4483771
75638,-112.0740373,33.4493771
60552,-112.0740373,33.4483771
42021,-112.0740373,33.4493771
106460,-112.0740373,33.4483771
49688,-112.0740373,33.4493771
12773,-112.0740373,33.4483771
19168,-112.0740373,33.4493771
5725,-112.0740373,33.4483771
71178,-112.0740373,33.4493771
65149,-112.0740373,33.4483771
18568,-112.0740373,33.4493771
92103,-112.0740373,33.4483771
84636,-112.0740373,33.4493771
69294,-112.0740373,33.4483771
4402,-112.0740373,33.4493771
52201,-112.0740373,33.4483771
97362,-112.0740373,33.4493771
79226,-112.0740373,33.4483771
79337,-112.0740373,33.4493771
39915,-112.0740373,33.4483771
24896,-112.0740373,33.4493771
11399,-112.0740373,33.4483771
95090,-112.0740373,33.4493771
6844,-112.0740373,33.4483771
48436,-112.0740373,33.4493771
18658,-112.0740373,33.4483771
88118,-112.0740373,33.4493771
36933,-112.0740373,33.4483771
39868,-112.0740373,33.4493771
62059,-112.0740373,33.4483771
74289,-112.0740373,33.4493771
41752,-112.0740373,33.4483771
51603,-112.0740373,33.4493771
82890,-112.0740373,33.4483771
48657,-112.0740373,33.4493771
62981,-112.0740373,33.4483771
16730,-112.0740373,33.4493771
66816,-112.0740373,33.4483771
61667,-112.0740373,33.4493771
75610,-112.0740373,33.4483771
20630,-112.0740373,33.4493771
7443,-112.0740373,33.4483771
586,-112.0740373,33.4493771
60903,-112.0740373,33.4483771
80481,-112.0740373,33.4493771
3115,-112.0740373,33.4483771
63478,-112.0740373,33.4493771
68135,-112.0740373,33.4483771
87190,-112.0740373,33.4493771
48151,-112.0740373,33.4483771
5865,-112.0740373,33.4493771
63687,-112.0740373,33.4483771
89784,-112.0740373,33.4493771
47386,-112.0740373,33.4483771
81362,-112.0740373,33.4493771
82908,-112.0740373,33.4483771
52187,-112.0740373,33.4493771
58475,-112.0740373,33.4483771
10913,-112.0740373,33.4493771
62760,-112.0740373,33.4483771
61632,-112.0740373,33.4493771
107093,-112.0740373,33.4483771
75809,-112.0740373,33.4493771
36027,-112.0740373,33.4483771
43077,-112.0740373,33.4493771
58585,-112.0740373,33.4483771
98333,-112.0740373,33.4493771
78939,-112.0740373,33.4483771
98808,-112.0740373,33.4493771
105771,-112.0740373,33.4483771
86618,-112.0740373,33.4493771
75713,-112.0740373,33.4483771
55085,-112.0740373,33.4493771
73228,-112.0740373,33.4483771
19284,-112.0740373,33.4493771
50553,-112.0740373,33.4483771
12316,-112.0740373,33.4493771
47306,-112.0740373,33.4483771
10988,-112.0740373,33.4493771
89822,-112.0740373,33.4483771
95968,-112.0740373,33.4493771
14207,-112.0740373,33.4483771
47359,-112.0740373,33.4493771
45287,-112.0740373,33.4483771
25977,-112.0740373,33.4493771
97770,-112.0740373,33.4483771
37355,-112.0740373,33.4493771
42797,-112.0740373,33.4483771
39582,-112.0740373,33.4493771
101100,-112.0740373,33.4483771
99016,-112.0740373,33.4493771
90447,-112.0740373,33.4483771
49400,-112.0740373,33.4493771
48065,-112.0740373,33.4483771
85515,-112.0740373,33.4493771
101543,-112.0740373,33.4483771
43722,-112.0740373,33.4493771
52626,-112.0740373,33.4483771
16221,-112.0740373,33.4493771
54582,-112.0740373,33.4483771
39460,-112.0740373,33.4493771
51320,-112.0740373,33.4483771
103112,-112.0740373,33.4493771
66362,-112.0740373,33.4483771
49703,-112.0740373,33.4493771
83970,-112.0740373,33.4483771
14119,-112.0740373,33.4493771
57730,-112.0740373,33.4483771
17148,-112.0740373,33.4493771
69942,-112.0740373,33.4483771
101010,-112.0740373,33.4493771
28,-112.0740373,33.4483771
19855,-112.0740373,33.4493771
11496,-112.0740373,33.4483771
37529,-112.0740373,33.4493771
50794,-112.0740373,33.4483771
81084,-112.0740373,33.4493771
59185,-112.0740373,33.4483771
107582,-112.0740373,33.4493771
92776,-112.0740373,33.4483771
64783,-112.0740373,33.4493771
99870,-112.0740373,33.4483771
30430,-112.0740373,33.4493771
87694,-112.0740373,33.4483771
53567,-112.0740373,33.4493771
76653,-112.0740373,33.4483771
69364,-112.0740373,33.4493771
9046,-112.0740373,33.4483771
29326,-112.0740373,33.4493771
11171,-112.0740373,33.4483771
42134,-112.0740373,33.4493771
48146,-112.0740373,33.4483771
70380,-112.0740373,33.4493771
82610,-112.0740373,33.4483771
87253,-112.0740373,33.4493771
55829,-112.0740373,33.4483771
29712,-112.0740373,33.4493771
97621,-112.0740373,33.4483771
59743,-112.0740373,33.4493771
42945,-112.0740373,33.4483771
14921,-112.0740373,33.4493771
88031,-112.0740373,33.4483771
65811,-112.0740373,33.4493771
23085,-112.0740373,33.4483771
35902,-112.0740373,33.4493771
36200,-112.0740373,33.4483771
38650,-112.0740373,33.4493771
73030,-112.0740373,33.4483771
55985,-112.0740373,33.4493771
27609,-112.0740373,33.4483771
62725,-112.0740373,33.4493771
43210,-112.0740373,33.4483771
2257,-112.0740373,33.4493771
55015,-112.0740373,33.4483771
50080,-112.0740373,33.4493771
93171,-112.0740373,33.4483771
50775,-112.0740373,33.4493771
94255,-112.0740373,33.4483771
19552,-112.0740373,33.4493771
27671,-112.0740373,33.4483771
63584,-112.0740373,33.4493771
102466,-112.0740373,33.4483771
45743,-112.0740373,33.4493771
23746,-112.0740373,33.4483771
105030,-112.0740373,33.4493771
33564,-112.0740373,33.4483771
96462,-112.0740373,33.4493771
90504,-112.0740373,33.4483771
39739,-112.0740373,33.4493771
81869,-112.0740373,33.4483771
20054,-112.0740373,33.4493771
83740,-112.0740373,33.4483771
6404,-112.0740373,33.4493771
95759,-112.0740373,33.4483771
96697,-112.0740373,33.4493771
84208,-112.0740373,33.4483771
8283,-112.0740373,33.4493771
71461,-112.0740373,33.4483771
74988,-112.0740373,33.4493771
26023,-112.0740373,33.4483771
90958,-112.0740373,33.4493771
46953,-112.0740373,33.4483771
42405,-112.0740373,33.4493771
29190,-112.0740373,33.4483771
98091,-112.0740373,33.4493771
65512,-112.0740373,33.4483771
79667,-112.0740373,33.4493771
100748,-112.0740373,33.4483771
35883,-112.0740373,33.4493771
47535,-112.0740373,33.4483771
4565,-112.0740373,33.4493771
85844,-112.0740373,33.4483771
15678,-112.0740373,33.4493771
102228,-112.0740373,33.4483771
74847,-112.0740373,33.4493771
91784,-112.0740373,33.4483771
7223,-112.0740373,33.4493771
55438,-112.0740373,33.4483771
72077,-112.0740373,33.4493771
27264,-112.0740373,33.4483771
21411,-112.0740373,33.4493771
33487,-112.0740373,33.4483771
818,-112.0740373,33.4493771
64093,-112.0740373,33.4483771
26853,-112.0740373,33.4493771
90298,-112.0740373,33.4483771
64801,-112.0740373,33.4493771
80970,-112.0740373,33.4483771
25447,-112.0740373,33.4493771
69693,-112.0740373,33.4483771
50495,-112.0740373,33.4493771
92470,-112.0740373,33.4483771
105804,-112.0740373,33.4493771
21654,-112.0740373,33.4483771
9005,-112.0740373,33.4493771
31124,-112.0740373,33.4483771
84935,-112.0740373,33.4493771
17492,-112.0740373,33.4483771
1363,-112.0740373,33.4493771
103961,-112.0740373,33.4483771
99893,-112.0740373,33.4493771
8537,-112.0740373,33.4483771
56090,-112.0740373,33.4493771
26191,-112.0740373,33.4483771
5592,-112.0740373,33.4493771
107703,-112.0740373,33.4483771
54619,-112.0740373,33.4493771
52842,-112.0740373,33.4483771
52317,-112.0740373,33.4493771
65913,-112.0740373,33.4483771
38547,-112.0740373,33.4493771
28265,-112.0740373,33.4483771
59662,-112.0740373,33.4493771
56697,-112.0740373,33.4483771
7191,-112.0740373,33.4493771
15085,-112.0740373,33.4483771
93499,-112.0740373,33.4493771
86431,-112.0740373,33.4483771
60535,-112.0740373,33.4493771
91097,-112.0740373,33.4483771
26468,-112.0740373,33.4493771
4145,-112.0740373,33.4483771
58366,-112.0740373,33.4493771
69551,-112.0740373,33.4483771
57429,-112.0740373,33.4493771
99532,-112.0740373,33.4483771
92478,-112.0740373,33.4493771
1644,-112.0740373,33.4483771
29997,-112.0740373,33.4493771
72753,-112.0740373,33.4483771
11520,-112.0740373,33.4493771
68530,-112.0740373,33.4483771
23435,-112.0740373,33.4493771
66526,-112.0740373,33.4483771
23731,-112.0740373,33.4493771
13342,-112.0740373,33.4483771
44233,-112.0740373,33.4493771
13505,-112.0740373,33.4483771
45448,-112.0740373,33.4493771
27670,-112.0740373,33.4483771
32238,-112.0740373,33.4493771
103832,-112.0740373,33.4483771
43686,-112.0740373,33.4493771
43617,-112.0740373,33.4483771
54946,-112.0740373,33.4493771
26346,-112.0740373,33.4483771
16060,-112.0740373,33.4493771
19305,-112.0740373,33.4483771
59265,-112.0740373,33.4493771
91265,-112.0740373,33.4483771
48577,-112.0740373,33.4493771
80359,-112.0740373,33.4483771
45501,-112.0740373,33.4493771
18607,-112.0740373,33.4483771
20540,-112.0740373,33.4493771
78264,-112.0740373,33.4483771
9396,-112.0740373,33.4493771
9865,-112.0740373,33.4483771
99765,-112.0740373,33.4493771
102790,-112.0740373,33.4483771
79509,-112.0740373,33.4493771
49365,-112.0740373,33.4483771
32622,-112.0740373,33.4493771
93858,-112.0740373,33.4483771
81183,-112.0740373,33.4493771
59580,-112.0740373,33.4483771
89417,-112.0740373,33.4493771
106533,-112.0740373,33.4483771
30084,-112.0740373,33.4493771
12001,-112.0740373,33.4483771
18085,-112.0740373,33.4493771
13115,-112.0740373,33.4483771
66073,-112.0740373,33.4493771
64281,-112.0740373,33.4483771
13754,-112.0740373,33.4493771
41168,-112.0740373,33.4483771
75240,-112.0740373,33.4493771
94761,-112.0740373,33.4483771
52552,-112.0740373,33.4493771
91546,-112.0740373,33.4483771
83041,-112.0740373,33.4493771
96192,-112.0740373,33.4483771
57615,-112.0740373,33.4493771
22202,-112.0740373,33.4483771
32767,-112.0740373,33.4493771
96502,-112.0740373,33.4483771
90531,-112.0740373,33.4493771
69890,-112.0740373,33.4483771
29623,-112.0740373,33.4493771
106488,-112.0740373,33.4483771
82372,-112.0740373,33.4493771
9244,-112.0740373,33.4483771
97794,-112.0740373,33.4493771
95552,-112.0740373,33.4483771
30835,-112.0740373,33.4493771
80805,-112.0740373,33.4483771
35615,-112.0740373,33.4493771
12971,-112.0740373,33.4483771
35554,-112.0740373,33.4493771
14595,-112.0740373,33.4483771
94027,-112.0740373,33.4493771
19248,-112.0740373,33.4483771
71008,-112.0740373,33.4493771
104628,-112.0740373,33.4483771
93072,-112.0740373,33.4493771
106946,-112.0740373,33.4483771
90140,-112.0740373,33.4493771
22457,-112.0740373,33.4483771
54474,-112.0740373,33.4493771
15515,-112.0740373,33.4483771
16877,-112.0740373,33.4493771
95436,-112.0740373,33.4483771
21901,-112.0740373,33.4493771
72611,-112.0740373,33.4483771
50594,-112.0740373,33.4493771
9268,-112.0740373,33.4483771
8069,-112.0740373,33.4493771
78616,-112.0740373,33.4483771
59621,-112.0740373,33.4493771
50574,-112.0740373,33.4483771
52672,-112.0740373,33.4493771
84305,-112.0740373,33.4483771
52985,-112.0740373,33.4493771
81991,-112.0740373,33.4483771
19761,-112.0740373,33.4493771
31854,-112.0740373,33.4483771
1654,-112.0740373,33.4493771
59285,-112.0740373,33.4483771
65155,-112.0740373,33.4493771
7567,-112.0740373,33.4483771
51609,-112.0740373,33.4493771
93968,-112.0740373,33.4483771
89242,-112.0740373,33.4493771
73716,-112.0740373,33.4483771
89273,-112.0740373,33.4493771
103667,-112.0740373,33.4483771
21840,-112.0740373,33.4493771
90315,-112.0740373,33.4483771
10567,-112.0740373,33.4493771
50512,-112.0740373,33.4483771
95978,-112.0740373,33.4493771
16332,-112.0740373,33.4483771
73605,-112.0740373,33.4493771
72468,-112.0740373,33.4483771
100032,-112.0740373,33.4493771
44066,-112.0740373,33.4483771
60565,-112.0740373,33.4493771
23803,-112.0740373,33.4483771
9572,-112.0740373,33.4493771
39634,-112.0740373,33.4483771
50247,-112.0740373,33.4493771
20226,-112.0740373,33.4483771
70911,-112.0740373,33.4493771
16179,-112.0740373,33.4483771
44910,-112.0740373,33.4493771
68137,-112.0740373,33.4483771
18727,-112.0740373,33.4493771
33661,-112.0740373,33.4483771
69401,-112.0740373,33.4493771
12189,-112.0740373,33.4483771
14467,-112.0740373,33.4493771
3277,-112.0740373,33.4483771
14939,-112.0740373,33.4493771
62253,-112.0740373,33.4483771
76516,-112.0740373,33.4493771
9355,-112.0740373,33.4483771
865,-112.0740373,33.4493771
26724,-112.0740373,33.4483771
17143,-112.0740373,33.4493771
17991,-112.0740373,33.4483771
13775,-112.0740373,33.4493771
33806,-112.0740373,33.4483771
105758,-112.0740373,33.4493771
58796,-112.0740373,33.4483771
27784,-112.0740373,33.4493771
106918,-112.0740373,33.4483771
53264,-112.0740373,33.4493771
9018,-112.0740373,33.4483771
1637,-112.0740373,33.4493771
92216,-112.0740373,33.4483771
27013,-112.0740373,33.4493771
22609,-112.0740373,33.4483771
92712,-112.0740373,33.4493771
12373,-112.0740373,33.4483771
92722,-112.0740373,33.4493771
